order_id,product_id,quantity,unit_price,line_amount
ORD0000064,PROD0043,2,1894.06,3788.12
ORD0000064,PROD0164,2,1281.22,2562.44
ORD0000065,PROD0088,2,676.63,1353.26
ORD0000065,PROD0059,2,2486.74,4973.48
ORD0000066,PROD0114,3,303.82,911.46
ORD0000066,PROD0200,3,1716.03,5148.09
ORD0000066,PROD0093,3,338.22,1014.66
ORD0000067,PROD0187,3,552.37,1657.11
ORD0000067,PROD0061,2,296.55,593.1
ORD0000068,PROD0025,1,2129.23,2129.23
ORD0000069,PROD0135,2,18.81,37.62
ORD0000069,PROD0196,3,117.28,351.84
ORD0000069,PROD0022,1,893.37,893.37
ORD0000069,PROD0027,1,2224.45,2224.45
ORD0000070,PROD0114,1,303.82,303.82
ORD0000070,PROD0161,3,2036.55,6109.65
ORD0000070,PROD0033,1,209.38,209.38
ORD0000071,PROD0139,1,973.41,973.41
ORD0000071,PROD0070,3,503.03,1509.09
ORD0000071,PROD0141,3,2290.45,6871.35
ORD0000071,PROD0114,1,303.82,303.82
ORD0000072,PROD0135,2,18.81,37.62
ORD0000072,PROD0164,2,1281.22,2562.44
ORD0000072,PROD0137,3,1954.46,5863.38
ORD0000072,PROD0080,1,584.05,584.05
ORD0000073,PROD0040,1,1077.13,1077.13
ORD0000073,PROD0078,3,2374.02,7122.06
ORD0000073,PROD0003,1,1621.18,1621.18
ORD0000074,PROD0194,2,2279.05,4558.1
ORD0000074,PROD0123,2,250.81,501.62
ORD0000074,PROD0077,3,1438.79,4316.37
ORD0000074,PROD0003,1,1621.18,1621.18
ORD0000075,PROD0102,3,2183.87,6551.61
ORD0000075,PROD0064,3,1716.86,5150.58
ORD0000075,PROD0042,2,937.77,1875.54
ORD0000075,PROD0184,2,1361.36,2722.72
ORD0000076,PROD0196,2,117.28,234.56
ORD0000076,PROD0157,3,673.31,2019.93
ORD0000076,PROD0178,3,391.03,1173.09
ORD0000076,PROD0176,3,2116.27,6348.81
ORD0000076,PROD0070,2,503.03,1006.06
ORD0000077,PROD0164,2,1281.22,2562.44
ORD0000078,PROD0083,1,732.09,732.09
ORD0000078,PROD0005,1,846.02,846.02
ORD0000079,PROD0033,3,209.38,628.14
ORD0000079,PROD0184,1,1361.36,1361.36
ORD0000079,PROD0113,1,2142.62,2142.62
ORD0000080,PROD0080,3,584.05,1752.15
ORD0000080,PROD0128,1,641.69,641.69
ORD0000080,PROD0096,2,1531.42,3062.84
ORD0000080,PROD0119,1,913.45,913.45
ORD0000081,PROD0140,2,2204.43,4408.86
ORD0000082,PROD0197,3,1288.63,3865.89
ORD0000083,PROD0118,1,1409.33,1409.33
ORD0000083,PROD0189,3,1674.99,5024.97
ORD0000084,PROD0083,3,732.09,2196.27
ORD0000084,PROD0041,1,19.64,19.64
ORD0000084,PROD0162,3,2171.14,6513.42
ORD0000085,PROD0051,3,2490.38,7471.14
ORD0000085,PROD0093,1,338.22,338.22
ORD0000085,PROD0014,1,1772.51,1772.51
ORD0000086,PROD0150,1,1359.89,1359.89
ORD0000086,PROD0031,1,2468.08,2468.08
ORD0000086,PROD0102,1,2183.87,2183.87
ORD0000087,PROD0198,1,2429.3,2429.3
ORD0000087,PROD0023,2,1971.92,3943.84
ORD0000087,PROD0064,1,1716.86,1716.86
ORD0000088,PROD0092,3,1058.98,3176.94
ORD0000089,PROD0143,2,1136.49,2272.98
ORD0000089,PROD0166,2,1046.08,2092.16
ORD0000089,PROD0194,3,2279.05,6837.15
ORD0000090,PROD0011,2,71.43,142.86
ORD0000090,PROD0125,3,1308.79,3926.37
ORD0000090,PROD0181,2,1961.81,3923.62
ORD0000091,PROD0090,3,1006.74,3020.22
ORD0000091,PROD0083,3,732.09,2196.27
ORD0000091,PROD0188,1,2060.63,2060.63
ORD0000091,PROD0120,1,563.51,563.51
ORD0000091,PROD0071,3,663.38,1990.14
ORD0000092,PROD0117,3,234.51,703.53
ORD0000092,PROD0001,3,1305.43,3916.29
ORD0000092,PROD0199,2,171.16,342.32
ORD0000093,PROD0083,1,732.09,732.09
ORD0000093,PROD0185,3,878.71,2636.13
ORD0000094,PROD0197,2,1288.63,2577.26
ORD0000094,PROD0142,2,999.49,1998.98
ORD0000094,PROD0040,2,1077.13,2154.26
ORD0000094,PROD0157,3,673.31,2019.93
ORD0000095,PROD0034,1,2466.71,2466.71
ORD0000096,PROD0009,3,2015.13,6045.39
ORD0000097,PROD0180,1,1976.45,1976.45
ORD0000097,PROD0152,3,1205.08,3615.24
ORD0000097,PROD0066,3,1304.61,3913.83
ORD0000097,PROD0013,1,975.58,975.58
ORD0000097,PROD0094,1,405.21,405.21
ORD0000098,PROD0164,3,1281.22,3843.66
ORD0000098,PROD0016,2,1340.31,2680.62
ORD0000098,PROD0093,2,338.22,676.44
ORD0000098,PROD0143,3,1136.49,3409.47
ORD0000099,PROD0078,1,2374.02,2374.02
ORD0000100,PROD0099,1,1106.19,1106.19
ORD0000100,PROD0049,3,1144.17,3432.51
ORD0000100,PROD0050,3,2220.83,6662.49
ORD0000100,PROD0135,1,18.81,18.81
ORD0000100,PROD0169,3,570.07,1710.21
ORD0000101,PROD0092,2,1058.98,2117.96
ORD0000101,PROD0173,1,2406.49,2406.49
ORD0000101,PROD0118,1,1409.33,1409.33
ORD0000101,PROD0180,1,1976.45,1976.45
ORD0000101,PROD0171,3,1814.49,5443.47
ORD0000102,PROD0114,2,303.82,607.64
ORD0000102,PROD0091,2,2090.59,4181.18
ORD0000102,PROD0081,3,1164.98,3494.94
ORD0000102,PROD0141,2,2290.45,4580.9
ORD0000102,PROD0084,3,1848.44,5545.32
ORD0000103,PROD0197,2,1288.63,2577.26
ORD0000103,PROD0141,2,2290.45,4580.9
ORD0000103,PROD0191,2,1708.92,3417.84
ORD0000103,PROD0066,2,1304.61,2609.22
ORD0000104,PROD0035,1,152.57,152.57
ORD0000104,PROD0078,2,2374.02,4748.04
ORD0000104,PROD0002,1,262.96,262.96
ORD0000104,PROD0077,3,1438.79,4316.37
ORD0000104,PROD0057,2,2192.35,4384.7
ORD0000105,PROD0040,2,1077.13,2154.26
ORD0000105,PROD0036,3,529.78,1589.34
ORD0000105,PROD0068,1,1799.17,1799.17
ORD0000106,PROD0056,2,921.55,1843.1
ORD0000106,PROD0188,1,2060.63,2060.63
ORD0000106,PROD0020,2,652.56,1305.12
ORD0000106,PROD0186,3,835.05,2505.15
ORD0000106,PROD0084,3,1848.44,5545.32
ORD0000107,PROD0188,3,2060.63,6181.89
ORD0000108,PROD0107,3,2123.32,6369.96
ORD0000108,PROD0031,3,2468.08,7404.24
ORD0000108,PROD0198,3,2429.3,7287.9
ORD0000108,PROD0059,1,2486.74,2486.74
ORD0000109,PROD0082,3,443.36,1330.08
ORD0000110,PROD0013,3,975.58,2926.74
ORD0000110,PROD0173,2,2406.49,4812.98
ORD0000111,PROD0038,2,1910.81,3821.62
ORD0000111,PROD0034,3,2466.71,7400.13
ORD0000111,PROD0087,3,898.96,2696.88
ORD0000111,PROD0022,1,893.37,893.37
ORD0000112,PROD0199,1,171.16,171.16
ORD0000112,PROD0179,2,134.73,269.46
ORD0000112,PROD0034,3,2466.71,7400.13
ORD0000112,PROD0196,1,117.28,117.28
ORD0000113,PROD0064,2,1716.86,3433.72
ORD0000113,PROD0063,2,1757.06,3514.12
ORD0000113,PROD0019,3,251.23,753.69
ORD0000113,PROD0069,3,292.12,876.36
ORD0000113,PROD0199,1,171.16,171.16
ORD0000114,PROD0083,3,732.09,2196.27
ORD0000114,PROD0089,3,2038.89,6116.67
ORD0000115,PROD0160,1,1885.96,1885.96
ORD0000115,PROD0038,1,1910.81,1910.81
ORD0000115,PROD0113,3,2142.62,6427.86
ORD0000115,PROD0012,2,654.49,1308.98
ORD0000116,PROD0159,2,162.59,325.18
ORD0000116,PROD0038,1,1910.81,1910.81
ORD0000117,PROD0085,1,1897.44,1897.44
ORD0000118,PROD0141,3,2290.45,6871.35
ORD0000118,PROD0124,1,858.66,858.66
ORD0000118,PROD0160,3,1885.96,5657.88
ORD0000119,PROD0012,1,654.49,654.49
ORD0000119,PROD0066,3,1304.61,3913.83
ORD0000119,PROD0044,3,1694.46,5083.38
ORD0000119,PROD0016,2,1340.31,2680.62
ORD0000119,PROD0073,1,106.2,106.2
ORD0000120,PROD0170,1,1474.26,1474.26
ORD0000120,PROD0169,1,570.07,570.07
ORD0000120,PROD0093,2,338.22,676.44
ORD0000121,PROD0081,2,1164.98,2329.96
ORD0000122,PROD0144,1,1036.56,1036.56
ORD0000122,PROD0183,3,177.9,533.7
ORD0000122,PROD0006,2,818.24,1636.48
ORD0000122,PROD0011,2,71.43,142.86
ORD0000123,PROD0091,1,2090.59,2090.59
ORD0000123,PROD0161,3,2036.55,6109.65
ORD0000123,PROD0078,2,2374.02,4748.04
ORD0000124,PROD0072,3,1760.96,5282.88
ORD0000124,PROD0058,1,1340.56,1340.56
ORD0000124,PROD0039,1,1539.28,1539.28
ORD0000124,PROD0088,3,676.63,2029.89
ORD0000124,PROD0101,2,2171.88,4343.76
ORD0000125,PROD0110,3,1271.27,3813.81
ORD0000125,PROD0080,2,584.05,1168.1
ORD0000126,PROD0139,3,973.41,2920.23
ORD0000126,PROD0176,3,2116.27,6348.81
ORD0000126,PROD0052,3,1877.29,5631.87
ORD0000126,PROD0036,1,529.78,529.78
ORD0000126,PROD0080,2,584.05,1168.1
ORD0000127,PROD0018,3,431.61,1294.83
ORD0000127,PROD0143,1,1136.49,1136.49
ORD0000127,PROD0137,1,1954.46,1954.46
ORD0000128,PROD0106,3,1611.35,4834.05
ORD0000128,PROD0078,3,2374.02,7122.06
ORD0000128,PROD0114,2,303.82,607.64
ORD0000128,PROD0191,1,1708.92,1708.92
ORD0000129,PROD0158,1,1711.01,1711.01
ORD0000129,PROD0069,3,292.12,876.36
ORD0000129,PROD0156,1,140.24,140.24
ORD0000129,PROD0146,1,1844.15,1844.15
ORD0000129,PROD0157,3,673.31,2019.93
ORD0000130,PROD0155,1,273.32,273.32
ORD0000130,PROD0121,2,1403.9,2807.8
ORD0000130,PROD0183,2,177.9,355.8
ORD0000130,PROD0167,2,142.08,284.16
ORD0000130,PROD0096,1,1531.42,1531.42
ORD0000131,PROD0106,3,1611.35,4834.05
ORD0000131,PROD0057,1,2192.35,2192.35
ORD0000131,PROD0191,1,1708.92,1708.92
ORD0000132,PROD0118,2,1409.33,2818.66
ORD0000132,PROD0064,1,1716.86,1716.86
ORD0000132,PROD0110,3,1271.27,3813.81
ORD0000133,PROD0191,3,1708.92,5126.76
ORD0000133,PROD0147,3,530.6,1591.8
ORD0000133,PROD0153,1,1871.69,1871.69
ORD0000133,PROD0138,3,1449.76,4349.28
ORD0000133,PROD0135,1,18.81,18.81
ORD0000134,PROD0102,3,2183.87,6551.61
ORD0000134,PROD0189,3,1674.99,5024.97
ORD0000134,PROD0011,1,71.43,71.43
ORD0000134,PROD0143,1,1136.49,1136.49
ORD0000134,PROD0100,2,1640.19,3280.38
ORD0000135,PROD0109,3,608.3,1824.9
ORD0000135,PROD0076,1,229.8,229.8
ORD0000136,PROD0185,3,878.71,2636.13
ORD0000137,PROD0007,3,1643.05,4929.15
ORD0000137,PROD0046,1,329.3,329.3
ORD0000137,PROD0117,2,234.51,469.02
ORD0000137,PROD0152,1,1205.08,1205.08
ORD0000138,PROD0030,3,2480.93,7442.79
ORD0000139,PROD0187,2,552.37,1104.74
ORD0000139,PROD0131,3,850.13,2550.39
ORD0000139,PROD0157,2,673.31,1346.62
ORD0000139,PROD0041,1,19.64,19.64
ORD0000140,PROD0038,3,1910.81,5732.43
ORD0000140,PROD0046,1,329.3,329.3
ORD0000141,PROD0031,1,2468.08,2468.08
ORD0000141,PROD0034,1,2466.71,2466.71
ORD0000142,PROD0140,1,2204.43,2204.43
ORD0000142,PROD0002,1,262.96,262.96
ORD0000142,PROD0156,3,140.24,420.72
ORD0000142,PROD0127,3,2056.02,6168.06
ORD0000143,PROD0002,3,262.96,788.88
ORD0000143,PROD0063,3,1757.06,5271.18
ORD0000143,PROD0141,1,2290.45,2290.45
ORD0000143,PROD0072,1,1760.96,1760.96
ORD0000143,PROD0159,1,162.59,162.59
ORD0000144,PROD0155,1,273.32,273.32
ORD0000144,PROD0077,2,1438.79,2877.58
ORD0000144,PROD0085,1,1897.44,1897.44
ORD0000144,PROD0023,1,1971.92,1971.92
ORD0000144,PROD0013,3,975.58,2926.74
ORD0000145,PROD0093,2,338.22,676.44
ORD0000145,PROD0010,2,804.41,1608.82
ORD0000145,PROD0024,2,657.31,1314.62
ORD0000145,PROD0197,1,1288.63,1288.63
ORD0000145,PROD0077,2,1438.79,2877.58
ORD0000146,PROD0178,2,391.03,782.06
ORD0000147,PROD0157,1,673.31,673.31
ORD0000147,PROD0015,3,1818.56,5455.68
ORD0000148,PROD0181,2,1961.81,3923.62
ORD0000148,PROD0074,3,1723.0,5169.0
ORD0000148,PROD0110,3,1271.27,3813.81
ORD0000148,PROD0156,3,140.24,420.72
ORD0000148,PROD0082,2,443.36,886.72
ORD0000149,PROD0127,3,2056.02,6168.06
ORD0000149,PROD0047,2,1474.97,2949.94
ORD0000149,PROD0157,1,673.31,673.31
ORD0000149,PROD0060,1,2091.61,2091.61
ORD0000150,PROD0158,2,1711.01,3422.02
ORD0000150,PROD0107,1,2123.32,2123.32
ORD0000151,PROD0066,2,1304.61,2609.22
ORD0000151,PROD0018,3,431.61,1294.83
ORD0000151,PROD0079,3,1811.15,5433.45
ORD0000152,PROD0102,3,2183.87,6551.61
ORD0000152,PROD0186,1,835.05,835.05
ORD0000152,PROD0146,1,1844.15,1844.15
ORD0000153,PROD0010,1,804.41,804.41
ORD0000153,PROD0166,3,1046.08,3138.24
ORD0000153,PROD0035,2,152.57,305.14
ORD0000153,PROD0124,3,858.66,2575.98
ORD0000154,PROD0134,2,1476.58,2953.16
ORD0000155,PROD0148,2,868.47,1736.94
ORD0000155,PROD0176,2,2116.27,4232.54
ORD0000156,PROD0161,3,2036.55,6109.65
ORD0000156,PROD0137,2,1954.46,3908.92
ORD0000156,PROD0043,1,1894.06,1894.06
ORD0000156,PROD0147,3,530.6,1591.8
ORD0000157,PROD0070,2,503.03,1006.06
ORD0000158,PROD0135,1,18.81,18.81
ORD0000158,PROD0078,1,2374.02,2374.02
ORD0000159,PROD0130,1,1146.96,1146.96
ORD0000159,PROD0007,1,1643.05,1643.05
ORD0000159,PROD0124,2,858.66,1717.32
ORD0000159,PROD0129,2,308.9,617.8
ORD0000160,PROD0133,3,2230.25,6690.75
ORD0000161,PROD0183,2,177.9,355.8
ORD0000161,PROD0134,1,1476.58,1476.58
ORD0000161,PROD0030,3,2480.93,7442.79
ORD0000161,PROD0002,3,262.96,788.88
ORD0000162,PROD0197,3,1288.63,3865.89
ORD0000162,PROD0169,2,570.07,1140.14
ORD0000162,PROD0191,3,1708.92,5126.76
ORD0000162,PROD0080,1,584.05,584.05
ORD0000162,PROD0006,2,818.24,1636.48
ORD0000163,PROD0172,1,1126.45,1126.45
ORD0000163,PROD0031,2,2468.08,4936.16
ORD0000163,PROD0070,1,503.03,503.03
ORD0000163,PROD0039,1,1539.28,1539.28
ORD0000164,PROD0082,3,443.36,1330.08
ORD0000164,PROD0070,1,503.03,503.03
ORD0000164,PROD0037,1,1913.09,1913.09
ORD0000164,PROD0181,1,1961.81,1961.81
ORD0000164,PROD0073,2,106.2,212.4
ORD0000165,PROD0008,3,381.62,1144.86
ORD0000165,PROD0121,1,1403.9,1403.9
ORD0000166,PROD0181,3,1961.81,5885.43
ORD0000166,PROD0153,3,1871.69,5615.07
ORD0000167,PROD0051,3,2490.38,7471.14
ORD0000167,PROD0183,3,177.9,533.7
ORD0000167,PROD0195,1,2008.62,2008.62
ORD0000168,PROD0025,3,2129.23,6387.69
ORD0000168,PROD0117,3,234.51,703.53
ORD0000168,PROD0080,2,584.05,1168.1
ORD0000168,PROD0176,2,2116.27,4232.54
ORD0000169,PROD0101,3,2171.88,6515.64
ORD0000169,PROD0047,2,1474.97,2949.94
ORD0000169,PROD0180,2,1976.45,3952.9
ORD0000170,PROD0123,2,250.81,501.62
ORD0000170,PROD0119,2,913.45,1826.9
ORD0000170,PROD0044,3,1694.46,5083.38
ORD0000171,PROD0143,2,1136.49,2272.98
ORD0000171,PROD0167,3,142.08,426.24
ORD0000171,PROD0019,2,251.23,502.46
ORD0000172,PROD0041,1,19.64,19.64
ORD0000172,PROD0124,3,858.66,2575.98
ORD0000172,PROD0099,3,1106.19,3318.57
ORD0000172,PROD0017,2,901.37,1802.74
ORD0000172,PROD0088,2,676.63,1353.26
ORD0000173,PROD0170,1,1474.26,1474.26
ORD0000173,PROD0172,3,1126.45,3379.35
ORD0000174,PROD0084,1,1848.44,1848.44
ORD0000174,PROD0143,2,1136.49,2272.98
ORD0000174,PROD0025,2,2129.23,4258.46
ORD0000174,PROD0114,1,303.82,303.82
ORD0000175,PROD0024,1,657.31,657.31
ORD0000176,PROD0116,2,1035.55,2071.1
ORD0000176,PROD0137,2,1954.46,3908.92
ORD0000177,PROD0077,2,1438.79,2877.58
ORD0000177,PROD0146,2,1844.15,3688.3
ORD0000177,PROD0174,3,109.26,327.78
ORD0000178,PROD0131,2,850.13,1700.26
ORD0000178,PROD0104,3,869.61,2608.83
ORD0000178,PROD0033,1,209.38,209.38
ORD0000178,PROD0076,1,229.8,229.8
ORD0000178,PROD0016,3,1340.31,4020.93
ORD0000179,PROD0111,3,2044.22,6132.66
ORD0000179,PROD0180,2,1976.45,3952.9
ORD0000180,PROD0055,1,1837.32,1837.32
ORD0000180,PROD0170,3,1474.26,4422.78
ORD0000180,PROD0045,2,1736.26,3472.52
ORD0000180,PROD0122,2,1645.66,3291.32
ORD0000180,PROD0036,2,529.78,1059.56
ORD0000181,PROD0037,3,1913.09,5739.27
ORD0000182,PROD0165,2,1663.92,3327.84
ORD0000182,PROD0107,3,2123.32,6369.96
ORD0000183,PROD0109,1,608.3,608.3
ORD0000183,PROD0142,1,999.49,999.49
ORD0000183,PROD0116,2,1035.55,2071.1
ORD0000183,PROD0099,3,1106.19,3318.57
ORD0000183,PROD0091,1,2090.59,2090.59
