product_id,product_name,category,unit_price,active
PROD0177,Product 177,home_office,1170.1,true
PROD0178,Product 178,electronics,391.03,true
PROD0179,Product 179,components,134.73,true
PROD0180,Product 180,networking,1976.45,true
PROD0181,Product 181,electronics,1961.81,true
PROD0182,Product 182,components,556.15,true
PROD0183,Product 183,components,177.9,true
PROD0184,Product 184,networking,1361.36,false
PROD0185,Product 185,electronics,878.71,true
PROD0186,Product 186,software,835.05,true
PROD0187,Product 187,home_office,552.37,false
PROD0188,Product 188,components,2060.63,true
PROD0189,Product 189,electronics,1674.99,false
PROD0190,Product 190,accessories,2262.01,true
PROD0191,Product 191,electronics,1708.92,true
PROD0192,Product 192,networking,2290.5,true
PROD0193,Product 193,networking,647.42,true
PROD0194,Product 194,electronics,2279.05,true
PROD0195,Product 195,components,2008.62,false
PROD0196,Product 196,networking,117.28,true
PROD0197,Product 197,home_office,1288.63,true
PROD0198,Product 198,accessories,2429.3,true
PROD0199,Product 199,software,171.16,true
PROD0200,Product 200,peripherals,1716.03,true
